X,Y,U_exp,V_exp,u_theory,v_theory
0.005,0.005,0.545606,0.954394,0.545606,0.954394
0.015,0.005,0.541129,0.958871,0.541129,0.958871
0.025,0.005,0.537012,0.962988,0.537012,0.962988
0.035,0.005,0.533241,0.966759,0.533241,0.966759
0.045,0.005,0.529801,0.970199,0.529801,0.970199
0.055,0.005,0.526673,0.973327,0.526673,0.973327
0.065,0.005,0.523837,0.976163,0.523837,0.976163
0.075,0.005,0.521275,0.978725,0.521275,0.978725
0.085,0.005,0.518965,0.981035,0.518965,0.981035
0.095,0.005,0.516887,0.983113,0.516887,0.983113
0.105,0.005,0.515022,0.984978,0.515022,0.984978
0.115,0.005,0.513351,0.986649,0.513351,0.986649
0.125,0.005,0.511856,0.988144,0.511856,0.988144
0.135,0.005,0.510522,0.989478,0.510522,0.989478
0.145,0.005,0.509332,0.990668,0.509332,0.990668
0.155,0.005,0.508271,0.991729,0.508271,0.991729
0.165,0.005,0.507328,0.992672,0.507328,0.992672
0.175,0.005,0.506489,0.993511,0.506489,0.993511
0.185,0.005,0.505744,0.994256,0.505744,0.994256
0.195,0.005,0.505083,0.994917,0.505083,0.994917
0.205,0.005,0.504497,0.995503,0.504497,0.995503
0.215,0.005,0.503977,0.996023,0.503977,0.996023
0.225,0.005,0.503516,0.996484,0.503516,0.996484
0.235,0.005,0.503108,0.996892,0.503108,0.996892
0.245,0.005,0.502747,0.997253,0.502747,0.997253
0.255,0.005,0.502427,0.997573,0.502427,0.997573
0.265,0.005,0.502144,0.997856,0.502144,0.997856
0.275,0.005,0.501894,0.998106,0.501894,0.998106
0.285,0.005,0.501673,0.998327,0.501673,0.998327
0.295,0.005,0.501478,0.998522,0.501478,0.998522
0.305,0.005,0.501305,0.998695,0.501305,0.998695
0.315,0.005,0.501152,0.998848,0.501152,0.998848
0.325,0.005,0.501018,0.998982,0.501018,0.998982
0.005,0.015,0.550453,0.949547,0.550453,0.949547
0.015,0.015,0.545608,0.954392,0.545606,0.954394
0.025,0.015,0.54113,0.95887,0.541129,0.958871
0.035,0.015,0.537012,0.962988,0.537012,0.962988
0.045,0.015,0.533241,0.966759,0.533241,0.966759
0.055,0.015,0.529801,0.970199,0.529801,0.970199
0.065,0.015,0.526672,0.973328,0.526673,0.973327
0.075,0.015,0.523837,0.976163,0.523837,0.976163
0.085,0.015,0.521274,0.978726,0.521275,0.978725
0.095,0.015,0.518964,0.981036,0.518965,0.981035
0.105,0.015,0.516886,0.983114,0.516887,0.983113
0.115,0.015,0.515021,0.984979,0.515022,0.984978
0.125,0.015,0.51335,0.98665,0.513351,0.986649
0.135,0.015,0.511856,0.988144,0.511856,0.988144
0.145,0.015,0.510521,0.989479,0.510522,0.989478
0.155,0.015,0.509331,0.990669,0.509332,0.990668
0.165,0.015,0.508271,0.991729,0.508271,0.991729
