X,Y,U_exp,V_exp,u_theory,v_theory
0.005,0.005,0.542214,0.957786,0.542214,0.957786
0.015,0.005,0.538008,0.961992,0.538008,0.961992
0.025,0.005,0.534152,0.965848,0.534152,0.965848
0.035,0.005,0.530631,0.969369,0.530631,0.969369
0.045,0.005,0.527426,0.972574,0.527426,0.972574
0.055,0.005,0.52452,0.97548,0.52452,0.97548
0.065,0.005,0.521891,0.978109,0.521891,0.978109
0.075,0.005,0.51952,0.98048,0.51952,0.98048
0.085,0.005,0.517385,0.982615,0.517385,0.982615
0.095,0.005,0.515469,0.984531,0.515469,0.984531
0.105,0.005,0.513751,0.986249,0.513751,0.986249
0.115,0.005,0.512214,0.987786,0.512214,0.987786
0.125,0.005,0.510841,0.989159,0.510841,0.989159
0.135,0.005,0.509617,0.990383,0.509617,0.990383
0.145,0.005,0.508525,0.991475,0.508525,0.991475
0.155,0.005,0.507554,0.992446,0.507554,0.992446
0.165,0.005,0.50669,0.99331,0.50669,0.99331
0.175,0.005,0.505922,0.994078,0.505922,0.994078
0.185,0.005,0.505241,0.994759,0.505241,0.994759
0.195,0.005,0.504637,0.995363,0.504637,0.995363
0.205,0.005,0.504101,0.995899,0.504101,0.995899
0.215,0.005,0.503626,0.996374,0.503626,0.996374
0.225,0.005,0.503205,0.996795,0.503205,0.996795
0.235,0.005,0.502833,0.997167,0.502833,0.997167
0.245,0.005,0.502503,0.997497,0.502503,0.997497
0.255,0.005,0.502212,0.997788,0.502212,0.997788
0.265,0.005,0.501954,0.998046,0.501954,0.998046
0.275,0.005,0.501726,0.998274,0.501726,0.998274
0.285,0.005,0.501524,0.998476,0.501524,0.998476
0.295,0.005,0.501346,0.998654,0.501346,0.998654
0.305,0.005,0.501189,0.998811,0.501189,0.998811
0.315,0.005,0.50105,0.99895,0.50105,0.99895
0.325,0.005,0.500927,0.999073,0.500927,0.999073
0.335,0.005,0.500818,0.999182,0.500818,0.999182
0.345,0.005,0.500722,0.999278,0.500722,0.999278
0.355,0.005,0.500638,0.999362,0.500638,0.999362
0.365,0.005,0.500563,0.999437,0.500563,0.999437
0.375,0.005,0.500497,0.999503,0.500497,0.999503
0.385,0.005,0.500439,0.999561,0.500439,0.999561
0.395,0.005,0.500387,0.999613,0.500387,0.999613
0.405,0.005,0.500342,0.999658,0.500342,0.999658
0.415,0.005,0.500302,0.999698,0.500302,0.999698
0.425,0.005,0.500266,0.999734,0.500266,0.999734
0.435,0.005,0.500235,0.999765,0.500235,0.999765
